"Name","Code","year","co2emission"
"Iraq","IRQ","1962",1.17690410230616
"Iceland","ISL","1962",6.57485551985437
"Israel","ISR","1962",3.46389969472307
"Italy","ITA","1962",2.87849638704821
"Jamaica","JAM","1962",1.26425573262408
"Jordan","JOR","1962",1.03770217026927
"Japan","JPN","1962",3.05973635111445
"Kazakhstan","KAZ","1962",NA
"Kenya","KEN","1962",0.303639257542288
"Kyrgyz Republic","KGZ","1962",NA
"Cambodia","KHM","1962",0.0510958821623736
"Kiribati","KIR","1962",0.254176197407638
"St. Kitts and Nevis","KNA","1962",0.287816651296038
"Korea, Rep.","KOR","1962",0.651713666827217
"Kuwait","KWT","1962",42.3607046729194
"Latin America & Caribbean (excluding high income)","LAC","1962",1.30063341912316
"Lao PDR","LAO","1962",0.059434745905791
"Lebanon","LBN","1962",1.48371549947878
"Liberia","LBR","1962",0.216880327228093
"Libya","LBY","1962",0.676265932772036
"St. Lucia","LCA","1962",0.19952987778999
"Latin America & Caribbean","LCN","1962",1.35997132514599
"Least developed countries: UN classification","LDC","1962",0.106778513061724
"Low income","LIC","1962",0.190799963353858
"Liechtenstein","LIE","1962",NA
"Sri Lanka","LKA","1962",0.24760323406309
"Lower middle income","LMC","1962",0.419234811466844
"Low & middle income","LMY","1962",0.8507780804901
"Lesotho","LSO","1962",NA
"Late-demographic dividend","LTE","1962",1.34448573348192
"Lithuania","LTU","1962",NA
"Luxembourg","LUX","1962",36.0126266562744
"Latvia","LVA","1962",NA
"Macao SAR, China","MAC","1962",0.541153232718253
"St. Martin (French part)","MAF","1962",NA
"Morocco","MAR","1962",0.235227670523032
"Monaco","MCO","1962",NA
"Moldova","MDA","1962",NA
"Madagascar","MDG","1962",0.0739908039285545
"Maldives","MDV","1962",NA
"Middle East & North Africa","MEA","1962",1.06620896890924
"Mexico","MEX","1962",1.58748502530854
"Marshall Islands","MHL","1962",NA
"Middle income","MIC","1962",0.900911221610394
"North Macedonia","MKD","1962",NA
"Mali","MLI","1962",0.0258941592546728
"Malta","MLT","1962",1.01892559431923
"Myanmar","MMR","1962",0.126984945192825
"Middle East & North Africa (excluding high income)","MNA","1962",0.85380597944529
"Montenegro","MNE","1962",NA
"Mongolia","MNG","1962",1.95075564309756
"Northern Mariana Islands","MNP","1962",NA
"Mozambique","MOZ","1962",0.264744076534542
"Mauritania","MRT","1962",0.0691360407059664
"Mauritius","MUS","1962",0.361281304035559
"Malawi","MWI","1962",NA
"Malaysia","MYS","1962",NA
"North America","NAC","1962",15.5680938076576
"Namibia","NAM","1962",NA
"New Caledonia","NCL","1962",6.77119904076739
"Niger","NER","1962",0.0183951521475224
"Nigeria","NGA","1962",0.0888878550295172
"Nicaragua","NIC","1962",0.349714558194365
"Netherlands","NLD","1962",7.0608537968432
"Norway","NOR","1962",3.86862605862512
"Nepal","NPL","1962",0.008435423834328
"Nauru","NRU","1962",NA
"New Zealand","NZL","1962",4.5165265914585
"OECD members","OED","1962",7.52166708658394
"Oman","OMN","1962",NA
"Other small states","OSS","1962",0.774320178125624
"Pakistan","PAK","1962",0.341225568963737
"Panama","PAN","1962",0.991123116240273
"Peru","PER","1962",0.92754123786242
"Philippines","PHL","1962",0.36856320322948
"Palau","PLW","1962",4.97605893186004
"Papua New Guinea","PNG","1962",0.0846103492124262
"Poland","POL","1962",7.15360516026857
"Pre-demographic dividend","PRE","1962",0.166960621277986
"Puerto Rico","PRI","1962",NA
"Korea, Dem. People’s Rep.","PRK","1962",NA
"Portugal","PRT","1962",1.03437786476184
"Paraguay","PRY","1962",0.195532399447841
"West Bank and Gaza","PSE","1962",NA
"Pacific island small states","PSS","1962",0.471114965990728
"Post-demographic dividend","PST","1962",8.02705865613542
"French Polynesia","PYF","1962",0.56985236985237
"Qatar","QAT","1962",3.38921474529878
"Romania","ROU","1962",3.42028586650104
"Russian Federation","RUS","1962",NA
"Rwanda","RWA","1962",0.0276261932775531
"South Asia","SAS","1962",0.276622323910549
"Saudi Arabia","SAU","1962",1.4339236442035
"Sudan","SDN","1962",0.134379625665967
"Senegal","SEN","1962",0.240366292016726
"Singapore","SGP","1962",1.47291795223403
"Solomon Islands","SLB","1962",0.117306461932182
"Sierra Leone","SLE","1962",0.136623926382166
"El Salvador","SLV","1962",0.221431758820302
"San Marino","SMR","1962",NA
"Somalia","SOM","1962",0.0369989332750682
"Serbia","SRB","1962",NA
"Sub-Saharan Africa (excluding high income)","SSA","1962",0.573334014151542
"South Sudan","SSD","1962",NA
"Sub-Saharan Africa","SSF","1962",0.573252270494264
"Small states","SST","1962",1.50018851337152
"Sao Tome and Principe","STP","1962",0.170613688177546
"Suriname","SUR","1962",1.62900014807746
"Slovak Republic","SVK","1962",NA
"Slovenia","SVN","1962",NA
"Sweden","SWE","1962",6.78785977231238
"Eswatini","SWZ","1962",NA
"Sint Maarten (Dutch part)","SXM","1962",NA
"Seychelles","SYC","1962",NA
"Syrian Arab Republic","SYR","1962",0.657370377374512
"Turks and Caicos Islands","TCA","1962",NA
"Chad","TCD","1962",0.0270216670575375
"East Asia & Pacific (IDA & IBRD countries)","TEA","1962",0.561367764541439
"Europe & Central Asia (IDA & IBRD countries)","TEC","1962",NA
"Togo","TGO","1962",0.0545699749807007
"Thailand","THA","1962",0.173130282111258
"Tajikistan","TJK","1962",NA
"Turkmenistan","TKM","1962",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1962",1.33468335037473
"Timor-Leste","TLS","1962",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1962",0.853331090707456
"Tonga","TON","1962",0.166090435570318
"South Asia (IDA & IBRD)","TSA","1962",0.276622323910549
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1962",0.573252270494265
"Trinidad and Tobago","TTO","1962",8.23097626787926
"Tunisia","TUN","1962",0.417335484699619
"Turkey","TUR","1962",0.750243221034136
"Tuvalu","TUV","1962",NA
"Tanzania","TZA","1962",0.0719494680886019
"Uganda","UGA","1962",0.0594583050851216
"Ukraine","UKR","1962",NA
"Upper middle income","UMC","1962",1.28747023013281
"Uruguay","URY","1962",1.54066044467453
"United States","USA","1962",16.0139374979897
"Uzbekistan","UZB","1962",NA
"St. Vincent and the Grenadines","VCT","1962",0.132164782488557
"Venezuela, RB","VEN","1962",6.18871841292532
"British Virgin Islands","VGB","1962",0.441275571600481
"Virgin Islands (U.S.)","VIR","1962",NA
"Vietnam","VNM","1962",0.269500138783944
"Vanuatu","VUT","1962",0.594993657255804
"World","WLD","1962",3.14148358310053
"Samoa","WSM","1962",0.158366155334439
"Kosovo","XKX","1962",NA
"Yemen, Rep.","YEM","1962",0.710130367718484
"South Africa","ZAF","1962",5.8871702088282
"Zambia","ZMB","1962",NA
"Zimbabwe","ZWE","1962",NA
"Aruba","ABW","1963",NA
"Afghanistan","AFG","1963",0.0741607248298659
"Angola","AGO","1963",0.202737303453956
"Albania","ALB","1963",1.18168114415975
"Andorra","AND","1963",NA
"Arab World","ARB","1963",0.878237689457416
"United Arab Emirates","ARE","1963",0.175833133541117
"Argentina","ARG","1963",2.33068505283097
"Armenia","ARM","1963",NA
"American Samoa","ASM","1963",NA
"Antigua and Barbuda","ATG","1963",1.48744312369934
"Australia","AUS","1963",9.2264399086758
"Austria","AUT","1963",5.15519374743844
"Azerbaijan","AZE","1963",NA
"Burundi","BDI","1963",0.0160810166686513
"Belgium","BEL","1963",11.3869287398935
"Benin","BEN","1963",0.0475885607499275
"Burkina Faso","BFA","1963",0.0175042031130384
"Bangladesh","BGD","1963",NA
"Bulgaria","BGR","1963",4.25978092742827
"Bahrain","BHR","1963",6.71068822274616
"Bahamas, The","BHS","1963",5.55784951978577
"Bosnia and Herzegovina","BIH","1963",NA
"Belarus","BLR","1963",NA
"Belize","BLZ","1963",0.622369314324508
"Bermuda","BMU","1963",3.151928721174
"Bolivia","BOL","1963",0.312894283139375
"Brazil","BRA","1963",0.706049422707679
"Barbados","BRB","1963",0.816179429011685
"Brunei Darussalam","BRN","1963",3.80264058156938
"Bhutan","BTN","1963",NA
"Botswana","BWA","1963",NA
"Central African Republic","CAF","1963",0.0464362372338337
"Canada","CAN","1963",11.132102404556
"Central Europe and the Baltics","CEB","1963",6.06474469450706
"Switzerland","CHE","1963",5.11129548823576
"Channel Islands","CHI","1963",NA
"Chile","CHL","1963",2.00637393448409
"China","CHN","1963",0.640001899360285
"Cote d'Ivoire","CIV","1963",0.159083740533677
"Cameroon","CMR","1963",0.0544922676339554
"Congo, Dem. Rep.","COD","1963",0.139446343450273
"Congo, Rep.","COG","1963",0.214006809904453
"Colombia","COL","1963",1.20576428366704
"Comoros","COM","1963",0.0549028806420059
"Cabo Verde","CPV","1963",0.0678772397452984
"Costa Rica","CRI","1963",0.404552007227458
"Caribbean small states","CSS","1963",1.35023713865995
"Cuba","CUB","1963",1.71052723402771
"Curacao","CUW","1963",NA
"Cayman Islands","CYM","1963",1.33718244803695
"Cyprus","CYP","1963",1.70687110343598
"Czech Republic","CZE","1963",NA
"Germany","DEU","1963",NA
"Djibouti","DJI","1963",0.655940692451405
"Dominica","DMA","1963",0.233128834355828
"Denmark","DNK","1963",8.68983130048716
"Dominican Republic","DOM","1963",0.343707953774887
"Algeria","DZA","1963",0.45557372181845
"East Asia & Pacific (excluding high income)","EAP","1963",0.545003505104939
"Early-demographic dividend","EAR","1963",0.638623024721138
"East Asia & Pacific","EAS","1963",0.914268028879107
"Europe & Central Asia (excluding high income)","ECA","1963",NA
"Europe & Central Asia","ECS","1963",NA
"Ecuador","ECU","1963",0.363070334003774
"Egypt, Arab Rep.","EGY","1963",0.746574073018948
"Euro area","EMU","1963",NA
"Eritrea","ERI","1963",NA
"Spain","ESP","1963",1.87950931235422
"Estonia","EST","1963",NA
"Ethiopia","ETH","1963",0.0177198663945479
"European Union","EUU","1963",7.5403462748381
"Fragile and conflict affected situations","FCS","1963",0.200128945563115
"Finland","FIN","1963",4.27963090737334
"Fiji","FJI","1963",0.554723545873988
"France","FRA","1963",6.87529321962543
"Faroe Islands","FRO","1963",3.46626261502961
"Micronesia, Fed. Sts.","FSM","1963",NA
"Gabon","GAB","1963",0.141697901773639
"United Kingdom","GBR","1963",11.2548534575955
"Georgia","GEO","1963",NA
"Ghana","GHA","1963",0.236090768968603
"Gibraltar","GIB","1963",2.21001245530154
"Guinea","GIN","1963",0.18971255986294
"Gambia, The","GMB","1963",0.075678269326516
"Guinea-Bissau","GNB","1963",0.0750711404999283
"Equatorial Guinea","GNQ","1963",0.0965
"Greece","GRC","1963",1.44567489718001
"Grenada","GRD","1963",0.15702311241476
"Greenland","GRL","1963",9.06675824175824
"Guatemala","GTM","1963",0.331150405504503
"Guam","GUM","1963",NA
"Guyana","GUY","1963",0.989528972412962
"High income","HIC","1963",8.15271761957474
"Hong Kong SAR, China","HKG","1963",1.24237861381508
"Honduras","HND","1963",0.320926023501559
"Heavily indebted poor countries (HIPC)","HPC","1963",0.126878771485735
"Croatia","HRV","1963",NA
"Haiti","HTI","1963",0.0608518566873813
"Hungary","HUN","1963",5.57904556794361
"IBRD only","IBD","1963",1.12613851682299
"IDA & IBRD total","IBT","1963",0.977567447248569
"IDA total","IDA","1963",0.245519940844108
"IDA blend","IDB","1963",0.460133809989997
"Indonesia","IDN","1963",0.239783189858366
"IDA only","IDX","1963",0.135837889655321
"Isle of Man","IMN","1963",NA
"India","IND","1963",0.321794971750968
"Not classified","INX","1963",NA
"Ireland","IRL","1963",4.71896552328537
"Iran, Islamic Rep.","IRN","1963",1.74583224557773
"Iraq","IRQ","1963",1.19089334614287
"Iceland","ISL","1963",7.0316773766112
"Israel","ISR","1963",3.4512034468264
"Italy","ITA","1963",3.21510013267775
"Jamaica","JAM","1963",1.40769324233661
"Jordan","JOR","1963",1.16272698966781
"Japan","JPN","1963",3.35932077635004
"Kazakhstan","KAZ","1963",NA
"Kenya","KEN","1963",0.319940581357855
"Kyrgyz Republic","KGZ","1963",NA
"Cambodia","KHM","1963",0.0628603088435444
"Kiribati","KIR","1963",0.413527899318869
"St. Kitts and Nevis","KNA","1963",0.362889658584859
"Korea, Rep.","KOR","1963",0.774109781005597
"Kuwait","KWT","1963",44.9532958763921
"Latin America & Caribbean (excluding high income)","LAC","1963",1.28887504063278
"Lao PDR","LAO","1963",0.0645214927215375
"Lebanon","LBN","1963",1.52591459651658
"Liberia","LBR","1963",0.29845477688408
"Libya","LBY","1963",0.91037792493767
"St. Lucia","LCA","1963",0.236045101972943
"Latin America & Caribbean","LCN","1963",1.32431618410812
"Least developed countries: UN classification","LDC","1963",0.100717171529147
"Low income","LIC","1963",0.182208020475295
"Liechtenstein","LIE","1963",NA
"Sri Lanka","LKA","1963",0.239103030890933
"Lower middle income","LMC","1963",0.442823477441563
"Low & middle income","LMY","1963",0.857252648069914
"Lesotho","LSO","1963",NA
"Late-demographic dividend","LTE","1963",1.35145293416128
"Lithuania","LTU","1963",NA
"Luxembourg","LUX","1963",35.3235853131749
"Latvia","LVA","1963",NA
"Macao SAR, China","MAC","1963",0.577182555835979
"St. Martin (French part)","MAF","1963",NA
"Morocco","MAR","1963",0.293829626804263
"Monaco","MCO","1963",NA
"Moldova","MDA","1963",NA
"Madagascar","MDG","1963",0.0842171226281228
"Maldives","MDV","1963",NA
"Middle East & North Africa","MEA","1963",1.19139857515787
"Mexico","MEX","1963",1.6005283972076
"Marshall Islands","MHL","1963",NA
"Middle income","MIC","1963",0.908322636932894
"North Macedonia","MKD","1963",NA
"Mali","MLI","1963",0.0323462914396889
"Malta","MLT","1963",1.27330336381956
"Myanmar","MMR","1963",0.113654005060125
"Middle East & North Africa (excluding high income)","MNA","1963",0.90945365296522
"Montenegro","MNE","1963",NA
"Mongolia","MNG","1963",1.53732265395733
"Northern Mariana Islands","MNP","1963",NA
"Mozambique","MOZ","1963",0.216310968820977
"Mauritania","MRT","1963",0.094761255644781
"Mauritius","MUS","1963",0.290764139381605
"Malawi","MWI","1963",NA
"Malaysia","MYS","1963",NA
"North America","NAC","1963",15.9924669333606
"Namibia","NAM","1963",NA
"New Caledonia","NCL","1963",7.23130688448075
"Niger","NER","1963",0.0238247093920379
"Nigeria","NGA","1963",0.111385096733837
"Nicaragua","NIC","1963",0.433354879218018
"Netherlands","NLD","1963",7.62392488830405
"Norway","NOR","1963",4.08651596861016
"Nepal","NPL","1963",0.00933640155551057
"Nauru","NRU","1963",NA
"New Zealand","NZL","1963",4.83033612449641
"OECD members","OED","1963",7.83363200638366
"Oman","OMN","1963",NA
"Other small states","OSS","1963",1.62011927867429
"Pakistan","PAK","1963",0.382635167024505
"Panama","PAN","1963",0.956050945645655
"Peru","PER","1963",0.925178037117055
"Philippines","PHL","1963",0.39586366280197
"Palau","PLW","1963",5.20437127448198
"Papua New Guinea","PNG","1963",0.107584161586222
"Poland","POL","1963",7.52862132065642
"Pre-demographic dividend","PRE","1963",0.17563749627921
"Puerto Rico","PRI","1963",NA
"Korea, Dem. People’s Rep.","PRK","1963",NA
"Portugal","PRT","1963",1.11020862413493
"Paraguay","PRY","1963",0.19933807009429
"West Bank and Gaza","PSE","1963",NA
"Pacific island small states","PSS","1963",0.478035540665561
"Post-demographic dividend","PST","1963",8.37252821200337
"French Polynesia","PYF","1963",0.760026253065736
"Qatar","QAT","1963",99.4646120941085
"Romania","ROU","1963",3.69882656793197
"Russian Federation","RUS","1963",NA
"Rwanda","RWA","1963",0.0271592979884518
"South Asia","SAS","1963",0.292375398220784
"Saudi Arabia","SAU","1963",1.53774986256051
"Sudan","SDN","1963",0.147903282863798
"Senegal","SEN","1963",0.247510235077926
"Singapore","SGP","1963",1.89376545961003
"Solomon Islands","SLB","1963",0.11384839876434
"Sierra Leone","SLE","1963",0.152611793772769
"El Salvador","SLV","1963",0.372867001587163
"San Marino","SMR","1963",NA
"Somalia","SOM","1963",0.034965708909009
"Serbia","SRB","1963",NA
"Sub-Saharan Africa (excluding high income)","SSA","1963",0.586844429166095
"South Sudan","SSD","1963",NA
"Sub-Saharan Africa","SSF","1963",0.586760599268058
"Small states","SST","1963",1.47222058752285
"Sao Tome and Principe","STP","1963",0.114181625694758
"Suriname","SUR","1963",1.70450429079299
"Slovak Republic","SVK","1963",NA
"Slovenia","SVN","1963",NA
"Sweden","SWE","1963",7.28160331853124
"Eswatini","SWZ","1963",NA
"Sint Maarten (Dutch part)","SXM","1963",NA
"Seychelles","SYC","1963",0.162342836904551
"Syrian Arab Republic","SYR","1963",0.717427799293138
"Turks and Caicos Islands","TCA","1963",NA
"Chad","TCD","1963",0.0287962703529243
"East Asia & Pacific (IDA & IBRD countries)","TEA","1963",0.544094569653677
"Europe & Central Asia (IDA & IBRD countries)","TEC","1963",NA
"Togo","TGO","1963",0.0651705761372355
"Thailand","THA","1963",0.185877735291963
"Tajikistan","TJK","1963",NA
"Turkmenistan","TKM","1963",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1963",1.30478751796619
"Timor-Leste","TLS","1963",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1963",0.908947812870664
"Tonga","TON","1963",0.159478697032516
"South Asia (IDA & IBRD)","TSA","1963",0.292375398220784
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1963",0.586760599268059
"Trinidad and Tobago","TTO","1963",1.46771434081063
"Tunisia","TUN","1963",0.444554057151624
"Turkey","TUR","1963",0.767637865706512
"Tuvalu","TUV","1963",NA
"Tanzania","TZA","1963",0.0732183372013353
"Uganda","UGA","1963",0.057990783252033
"Ukraine","UKR","1963",NA
"Upper middle income","UMC","1963",1.28267817483185
"Uruguay","URY","1963",1.63928631875667
"United States","USA","1963",16.4827621458239
"Uzbekistan","UZB","1963",NA
"St. Vincent and the Grenadines","VCT","1963",0.174208413501508
"Venezuela, RB","VEN","1963",6.20859108977662
"British Virgin Islands","VGB","1963",0.432633317602643
"Virgin Islands (U.S.)","VIR","1963",NA
"Vietnam","VNM","1963",0.25530566329809
"Vanuatu","VUT","1963",0.47183541589226
"World","WLD","1963",3.24565332526998
"Samoa","WSM","1963",0.184026296640153
"Kosovo","XKX","1963",NA
"Yemen, Rep.","YEM","1963",0.525293309093815
"South Africa","ZAF","1963",5.9613358424214
"Zambia","ZMB","1963",NA
"Zimbabwe","ZWE","1963",NA
"Aruba","ABW","1964",NA
"Afghanistan","AFG","1964",0.0861736143685528
"Angola","AGO","1964",0.213560349319029
"Albania","ALB","1964",1.11174195966673
"Andorra","AND","1964",NA
"Arab World","ARB","1964",1.00305334612031
"United Arab Emirates","ARE","1964",0.132824781402357
"Argentina","ARG","1964",2.55344179743567
"Armenia","ARM","1964",NA
"American Samoa","ASM","1964",NA
"Antigua and Barbuda","ATG","1964",1.5904477715515
"Australia","AUS","1964",9.75907343064386
"Austria","AUT","1964",5.39100398806667
